current_cgpa,education_level,study_style,parent_education,screen_time,sleep_time,study_efficiency,overall_attendance,overall_interest,ads_marks,ads_attendance,ads_interest,ads_assignments,ads_quizzes,ads_participation,ds_marks,ds_attendance,ds_interest,ds_assignments,ds_quizzes,ds_participation,am_marks,am_attendance,am_interest,am_assignments,am_quizzes,am_participation,java_marks,java_attendance,java_interest,java_assignments,java_quizzes,java_participation,dbms_marks,dbms_attendance,dbms_interest,dbms_assignments,dbms_quizzes,dbms_participation
65.62459375310085,2,0,2,70.83333333333333,62.5,2.8716216216216206,54.3293145893395,85.87135749917533,78.18735907571445,76.57378975480748,10.0,67.0583499915524,50.637833875322514,46.1573977431169,63.77223173640229,57.002252961434806,10.0,54.46146542129477,43.75672315602442,36.96597550010031,67.76042565104103,74.63400200604642,7.338124061604512,59.67007622638668,44.03925237962619,38.87228797581153,60.621438736113234,64.3151594655341,9.360993579114826,55.60008183740759,42.91568632655349,37.51111304355227,71.49372037979141,70.66355415313652,9.697845198376983,63.298713049646615,49.21344162262259,40.33697787210454
70.71098006974621,3,1,0,54.166666666666664,100.0,5.888030888030886,62.976646780571436,83.49566739145612,69.58533773393786,72.42976825262465,10.0,51.76760691579681,46.35625120475567,40.44357759251988,73.36044517136506,78.17397563376812,7.647209782048888,55.93255887751247,55.83531033589337,39.30661061196401,69.49612728833672,82.24666866768337,8.576952250541098,53.1653391401915,55.55840634862487,46.759356853097145,78.15572236567137,64.8799691520983,10.0,57.810246372555945,49.40180454851132,37.2306981535378,77.23882500189406,67.61957062163022,9.566960596422168,59.28586889977064,57.62978517795838,40.65348940371299
65.35680341029015,1,2,1,33.33333333333333,12.5,3.3408408408408397,43.97792560887489,66.93739015198906,61.81035916252307,65.60680000508269,10.0,52.41803103105249,42.16916457836272,40.32553065979078,57.679856687831375,53.06696362923787,5.864343979890758,47.65443770613954,42.05417492946926,29.95882818113873,57.32470181855732,57.46996076867109,6.303819248020532,47.08126210453573,41.80195684160359,29.56661465353704,68.63923894735518,64.12431327465664,9.40032525837533,61.0080452148491,45.85273670920032,34.53894524799192,76.73580579705599,76.39240717236277,10.0,64.86447806900013,54.54772395070521,42.70522199151937
63.51162718270569,0,3,1,29.166666666666664,25.0,4.983108108108107,39.598104337856235,91.40605780843096,69.87544446399026,70.37479541011453,10.0,58.17007136997731,50.5400747492666,36.74140928577723,60.27354688839199,54.479429472158046,10.0,47.99761085772116,46.04399831036871,40.07487081969349,62.53561542342977,54.73345646214642,10.0,51.38686658693637,49.6744061537953,36.60842448683025,75.64731504683358,73.56354930075139,9.226031968077445,62.508049808308016,48.144548177362346,40.57868751602194,55.83290814221014,52.28470395494261,8.58237085101335,52.37611212203509,38.27759869329283,34.88069309983964
93.25750739221115,1,1,3,12.5,37.5,13.42905405405405,63.36620186893932,100.0,64.90057676891942,64.24102075955574,10.0,53.58721291672623,42.37759524109668,40.80636871004472,83.10031338088811,81.2760452722982,10.0,66.3633904339794,61.293091874953525,47.193982984473294,68.51375225170408,68.52988334371965,10.0,57.73486242304536,41.959159901539856,40.10226130751337,93.55231977097576,76.38470138793619,10.0,73.81982510151998,60.57384537553752,43.06975592614982,91.5805679803455,75.91664483259638,10.0,69.45454505096774,71.994362512154,45.63869627919767
65.95187597059943,1,3,1,50.0,62.5,4.495841995841995,23.928949296938505,84.42009813161525,73.35163231740705,69.51027878229553,8.95528443827368,58.90835148582505,49.57541918575454,36.83193732397865,65.78687383884038,43.39891266240173,8.964274131780956,56.47544315112023,40.82391777179432,31.03430214269417,66.09714579343068,63.33878587275425,10.0,45.63821008670321,42.28217452180531,35.40993643153604,58.94705346699221,56.11250860184358,10.0,42.54065845363107,39.01751400313562,35.25388323010252,58.946334935905824,32.918880528639335,8.107309163929973,52.00757162089743,34.69001120713311,30.476242507290817
76.19171390404748,3,0,3,83.33333333333333,50.0,1.8661518661518655,43.45804494265805,76.48645734446812,71.90563555846796,58.37830079209309,9.068072548144189,61.27344550630805,53.72854651814005,35.15987585661816,67.43516965970397,66.28121437616586,7.21522901994776,54.2444515392137,54.58596415750248,30.583071293289127,81.27427684713105,74.27431092554116,9.89841737768678,66.5482315316046,61.96039907465583,42.08875862158891,70.00383106131181,59.59561674339194,10.0,50.19489137000675,54.930144029043866,34.55287262089359,66.44474774756326,56.79866320135024,7.821939369772098,55.87203013535187,45.52636507333678,32.59375665954874
63.30349578174207,1,2,3,50.0,100.0,6.444906444906444,48.49795295408551,89.92527700215805,66.5869186337512,66.63655245782334,10.0,50.63017338448088,44.394909907118496,39.60136075710516,75.71180614324545,80.70737430681109,10.0,67.3021672309819,47.96152716444711,44.062373628005886,62.76307753915528,61.23480285566147,9.225673433279248,55.55503827814073,39.8764955350583,36.05504130167602,72.00325277084394,58.03321458527371,9.187648255772224,63.89905775728977,42.57630460365796,37.31890004904587,63.37110203985689,61.6323279576359,9.017457570532976,50.85412285401341,47.00020123368401,37.4260108732823
78.08365065526988,3,2,2,50.0,12.5,1.8970893970893965,48.09296637202115,100.0,71.41876487319868,64.74491191238793,10.0,49.73678911630852,55.21622485818217,37.54127709636697,77.51738721391575,68.60769818042587,10.0,59.54822013816142,43.89325835774069,40.42727648102177,77.37579388147547,72.89545517328986,10.0,61.937645299005446,58.472891172569504,37.23441032602414,77.72046109988663,54.789937888802726,10.0,58.5636217294941,56.50409194516425,36.50159164515717,87.90682237259999,66.16837824514579,10.0,67.57401724132947,52.903008643663306,42.000686887964974
63.31746217898842,1,1,3,8.333333333333332,37.5,18.355855855855854,48.6012849915782,86.44926976416335,73.48241615836712,69.1927609333583,10.0,57.0355825538027,41.19918759851469,44.52129886246819,64.36013232484252,66.45309449383474,9.18135882752007,42.98619338669268,45.3885025926814,41.52397847695688,66.6438508706713,51.7845041023802,10.0,57.49227165975342,47.08479603086639,36.41633861471953,61.88786818775407,76.93974511302615,7.834920161393783,53.41058668158512,51.14137435196124,36.61210966582671,70.8144166050745,64.13898460838406,9.52806102151172,52.97838895821782,41.03797519433776,37.13357285424615
